customer_id,recency,frequency,monetary,r_quartile,f_quartile,m_quartile,rfm_score,segment
C3156,631,1,50306.4,1,2,2,5,At Risk
C3157,485,1,73929.0,2,2,2,6,Potential Loyalist
C3158,268,1,21397.5,3,2,1,6,Potential Loyalist
C3159,144,1,197675.1,4,2,4,10,Champions
C316,536,1,118246.9,2,2,3,7,Potential Loyalist
C3160,351,1,210660.0,3,2,4,9,Loyal
C3161,483,1,58896.0,2,2,2,6,Potential Loyalist
C3162,51,1,67662.0,4,2,2,8,Loyal
C3163,248,1,23907.2,3,2,1,6,Potential Loyalist
C3164,568,1,150040.8,1,2,3,6,Potential Loyalist
C3165,232,1,53001.0,3,2,2,7,Potential Loyalist
C3166,687,1,15001.6,1,2,1,4,At Risk
C3167,580,1,224809.2,1,2,4,7,Potential Loyalist
C3168,122,1,47448.8,4,2,2,8,Loyal
C3169,221,1,176650.0,3,2,4,9,Loyal
C317,483,1,14263.0,2,2,1,5,At Risk
C3170,443,1,295357.5,2,2,4,8,Loyal
C3171,278,1,348970.0,3,2,4,9,Loyal
C3172,112,1,3060.0,4,2,1,7,Potential Loyalist
C3173,595,1,61436.5,1,2,2,5,At Risk
C3174,588,1,100314.0,1,2,3,6,Potential Loyalist
C3175,91,1,240496.0,4,2,4,10,Champions
C3176,181,2,248181.6,4,4,4,12,Champions
C3177,476,1,10839.2,2,2,1,5,At Risk
C3178,268,1,320431.5,3,2,4,9,Loyal
C3179,331,1,66620.0,3,2,2,7,Potential Loyalist
C318,353,1,185280.4,3,2,4,9,Loyal
C3180,273,1,148418.5,3,2,3,8,Loyal
C3181,430,1,234355.0,2,2,4,8,Loyal
C3182,113,1,4213.45,4,2,1,7,Potential Loyalist
C3183,715,1,120123.0,1,2,3,6,Potential Loyalist
C3184,511,1,140770.05,2,2,3,7,Potential Loyalist
C3185,332,1,66876.3,3,2,2,7,Potential Loyalist
C3186,193,1,78240.0,3,2,2,7,Potential Loyalist
C3187,401,1,245956.5,2,2,4,8,Loyal
C3188,361,2,176627.6,3,4,4,11,Champions
C3189,516,1,342567.0,2,2,4,8,Loyal
C319,190,1,78040.0,3,2,2,7,Potential Loyalist
C3190,636,1,44779.0,1,2,2,5,At Risk
C3191,396,1,78795.0,2,2,2,6,Potential Loyalist
C3192,689,1,6368.4,1,2,1,4,At Risk
C3193,553,1,155898.0,1,2,3,6,Potential Loyalist
C3194,729,1,224043.0,1,2,4,7,Potential Loyalist
C3195,296,1,82684.8,3,2,2,7,Potential Loyalist
C3196,464,1,30672.0,2,2,1,5,At Risk
C3197,129,1,128829.6,4,2,3,9,Loyal
C3198,358,1,111613.5,3,2,3,8,Loyal
C3199,487,1,77790.0,2,2,2,6,Potential Loyalist
C32,577,1,26458.8,1,2,1,4,At Risk
C320,503,1,212310.0,2,2,4,8,Loyal
C3200,535,1,21119.2,2,2,1,5,At Risk
C3201,19,2,207772.8,4,4,4,12,Champions
C3202,147,1,333535.5,4,2,4,10,Champions
C3203,168,1,266808.0,4,2,4,10,Champions
C3204,636,1,83740.0,1,2,2,5,At Risk
C3205,612,1,9894.0,1,2,1,4,At Risk
C3206,620,1,216853.65,1,2,4,7,Potential Loyalist
C3207,115,1,297496.0,4,2,4,10,Champions
C3208,239,1,23518.4,3,2,1,6,Potential Loyalist
C3209,167,1,76916.0,4,2,2,8,Loyal
C321,516,1,30660.0,2,2,1,5,At Risk
C3210,680,1,226355.55,1,2,4,7,Potential Loyalist
C3211,521,1,40284.8,2,2,1,5,At Risk
C3212,450,1,48126.4,2,2,2,6,Potential Loyalist
C3213,486,1,92658.25,2,2,3,7,Potential Loyalist
C3214,580,1,59436.0,1,2,2,5,At Risk
C3215,469,1,54834.35,2,2,2,6,Potential Loyalist
C3216,680,1,19506.0,1,2,1,4,At Risk
C3217,539,1,157665.6,2,2,3,7,Potential Loyalist
C3218,650,1,119948.0,1,2,3,6,Potential Loyalist
C3219,491,1,239523.0,2,2,4,8,Loyal
C322,141,1,172774.6,4,2,4,10,Champions
C3220,586,1,88788.45,1,2,3,6,Potential Loyalist
C3221,306,1,61068.0,3,2,2,7,Potential Loyalist
C3222,130,1,10106.5,4,2,1,7,Potential Loyalist
C3223,211,1,174264.0,3,2,4,9,Loyal
C3224,271,1,98280.0,3,2,3,8,Loyal
C3225,130,1,76563.2,4,2,2,8,Loyal
C3226,662,1,25716.0,1,2,1,4,At Risk
C3227,43,1,51951.6,4,2,2,8,Loyal
C3228,111,1,13603.2,4,2,1,7,Potential Loyalist
C3229,592,1,160963.2,1,2,4,7,Potential Loyalist
C323,117,1,15345.0,4,2,1,7,Potential Loyalist
C3230,229,1,173394.9,3,2,4,9,Loyal
C3231,589,1,81241.6,1,2,2,5,At Risk
C3232,492,1,205083.75,2,2,4,8,Loyal
C3233,275,1,217021.5,3,2,4,9,Loyal
C3234,561,1,142130.2,1,2,3,6,Potential Loyalist
C3235,186,1,20825.85,3,2,1,6,Potential Loyalist
C3236,139,1,118465.6,4,2,3,9,Loyal
C3237,191,1,132574.5,3,2,3,8,Loyal
C3238,570,1,1537.65,1,2,1,4,At Risk
C3239,511,1,185388.0,2,2,4,8,Loyal
C324,621,1,27327.6,1,2,1,4,At Risk
C3240,86,1,217804.0,4,2,4,10,Champions
C3241,386,1,125962.4,2,2,3,7,Potential Loyalist
C3242,702,1,191217.0,1,2,4,7,Potential Loyalist
C3243,357,1,29727.0,3,2,1,6,Potential Loyalist
C3244,143,1,2648.0,4,2,1,7,Potential Loyalist
C3245,193,1,2029.0,3,2,1,6,Potential Loyalist
C3246,169,1,146142.0,4,2,3,9,Loyal
C3247,641,1,130281.0,1,2,3,6,Potential Loyalist
C3248,289,1,89338.4,3,2,3,8,Loyal
C3249,179,1,24295.2,4,2,1,7,Potential Loyalist
C325,255,1,10963.2,3,2,1,6,Potential Loyalist
C3250,369,1,26366.4,2,3,1,6,Potential Loyalist
C3251,463,1,312051.25,2,3,4,9,Loyal
C3252,231,1,100272.0,3,3,3,9,Loyal
C3253,586,1,152312.55,1,3,3,7,Potential Loyalist
C3254,258,1,58301.0,3,3,2,8,Loyal
C3255,37,1,103464.0,4,3,3,10,Champions
C3256,217,1,23716.0,3,3,1,7,Potential Loyalist
C3257,148,1,12104.0,4,3,1,8,Loyal
C3258,53,1,25198.4,4,3,1,8,Loyal
C3259,262,1,88747.65,3,3,3,9,Loyal
C326,425,1,91874.4,2,3,3,8,Loyal
C3260,121,1,40279.2,4,3,1,8,Loyal
C3261,580,1,85060.0,1,3,2,6,Potential Loyalist
C3262,79,1,37724.4,4,3,1,8,Loyal
C3263,92,1,191642.4,4,3,4,11,Champions
C3264,505,1,44617.0,2,3,2,7,Potential Loyalist
C3265,232,1,92329.2,3,3,3,9,Loyal
C3266,499,1,32700.0,2,3,1,6,Potential Loyalist
C3267,8,1,19651.7,4,3,1,8,Loyal
C3268,48,1,109580.0,4,3,3,10,Champions
C3269,535,1,21299.0,2,3,1,6,Potential Loyalist
C327,671,1,119215.0,1,3,3,7,Potential Loyalist
C3270,628,1,374.4,1,3,1,5,At Risk
C3271,320,1,83096.5,3,3,2,8,Loyal
C3272,567,1,75896.45,1,3,2,6,Potential Loyalist
C3273,123,1,32827.2,4,3,1,8,Loyal
C3274,699,1,87015.6,1,3,3,7,Potential Loyalist
C3275,416,1,53646.4,2,3,2,7,Potential Loyalist
C3276,393,1,133348.5,2,3,3,8,Loyal
C3277,133,1,377297.25,4,3,4,11,Champions
C3278,83,1,131424.0,4,3,3,10,Champions
C3279,55,1,5688.8,4,3,1,8,Loyal
C328,177,2,213082.8,4,4,4,12,Champions
C3280,438,1,123448.7,2,3,3,8,Loyal
C3281,620,1,167054.4,1,3,4,8,Loyal
C3282,510,1,127514.7,2,3,3,8,Loyal
C3283,540,1,32720.0,2,3,1,6,Potential Loyalist
C3284,664,1,218196.0,1,3,4,8,Loyal
C3285,178,1,40716.0,4,3,1,8,Loyal
C3286,421,1,1646.1,2,3,1,6,Potential Loyalist
C3287,153,1,34193.8,4,3,1,8,Loyal
C3288,78,1,44667.0,4,3,2,9,Loyal
C3289,214,1,282378.0,3,3,4,10,Champions
C329,136,1,154908.8,4,3,3,10,Champions
C3290,470,1,20604.0,2,3,1,6,Potential Loyalist
C3291,525,1,71063.4,2,3,2,7,Potential Loyalist
C3292,130,1,95872.5,4,3,3,10,Champions
C3293,683,1,132934.05,1,3,3,7,Potential Loyalist
C3294,103,1,116742.4,4,3,3,10,Champions
C3295,347,1,54538.2,3,3,2,8,Loyal
C3296,320,1,335573.25,3,3,4,10,Champions
C3297,355,1,59346.5,3,3,2,8,Loyal
C3298,127,1,189097.6,4,3,4,11,Champions
C3299,396,2,79856.55,2,4,2,8,Loyal
C33,648,1,91941.0,1,3,3,7,Potential Loyalist
C330,692,1,108648.0,1,3,3,7,Potential Loyalist
C3300,145,1,28908.0,4,3,1,8,Loyal
C3301,465,1,59511.8,2,3,2,7,Potential Loyalist
C3302,392,1,170208.0,2,3,4,9,Loyal
C3303,367,1,17005.1,2,3,1,6,Potential Loyalist
C3304,392,1,82560.0,2,3,2,7,Potential Loyalist
C3305,354,1,199804.8,3,3,4,10,Champions
C3306,432,1,77940.0,2,3,2,7,Potential Loyalist
C3307,130,1,127152.75,4,3,3,10,Champions
C3308,372,1,3009.0,2,3,1,6,Potential Loyalist
C3309,55,1,40088.0,4,3,1,8,Loyal
C331,352,1,218804.0,3,3,4,10,Champions
C3310,442,1,41281.1,2,3,2,7,Potential Loyalist
C3311,543,1,39904.95,1,3,1,5,At Risk
C3312,368,1,393580.0,2,3,4,9,Loyal
C3313,297,1,39304.0,3,3,1,7,Potential Loyalist
C3314,1,1,54671.0,4,3,2,9,Loyal
C3315,351,1,180353.7,3,3,4,10,Champions
C3316,472,1,214656.0,2,3,4,9,Loyal
C3317,33,1,127096.2,4,3,3,10,Champions
C3318,677,1,114636.6,1,3,3,7,Potential Loyalist
C3319,297,1,6379.25,3,3,1,7,Potential Loyalist
C332,473,1,92475.0,2,3,3,8,Loyal
C3320,482,1,100312.0,2,3,3,8,Loyal
C3321,131,1,69039.0,4,3,2,9,Loyal
C3322,494,1,311746.0,2,3,4,9,Loyal
C3323,671,1,131151.3,1,3,3,7,Potential Loyalist
C3324,302,1,93478.4,3,3,3,9,Loyal
C3325,18,1,295222.0,4,3,4,11,Champions
C3326,156,1,114546.25,4,3,3,10,Champions
C3327,228,1,172070.6,3,3,4,10,Champions
C3328,346,1,61675.2,3,3,2,8,Loyal
C3329,670,1,22260.0,1,3,1,5,At Risk
C333,285,1,8912.9,3,3,1,7,Potential Loyalist
C3330,444,1,139308.8,2,3,3,8,Loyal
C3331,424,1,126426.0,2,3,3,8,Loyal
C3332,598,1,62388.9,1,3,2,6,Potential Loyalist
C3333,715,1,78099.2,1,3,2,6,Potential Loyalist
C3334,238,1,191142.0,3,3,4,10,Champions
C3335,631,1,85219.2,1,3,2,6,Potential Loyalist
C3336,607,1,159723.0,1,3,3,7,Potential Loyalist
C3337,510,1,56140.0,2,3,2,7,Potential Loyalist
C3338,295,1,343966.5,3,3,4,10,Champions
C3339,254,1,163381.0,3,3,4,10,Champions
C334,345,1,74461.95,3,3,2,8,Loyal
C3340,521,1,167700.0,2,3,4,9,Loyal
C3341,140,1,2456.0,4,3,1,8,Loyal
C3342,77,1,234433.4,4,3,4,11,Champions
C3343,688,1,182029.5,1,3,4,8,Loyal
C3344,216,1,129002.4,3,3,3,9,Loyal
C3345,251,1,20613.6,3,3,1,7,Potential Loyalist
C3346,211,1,57377.55,3,3,2,8,Loyal
C3347,702,1,13729.4,1,3,1,5,At Risk
C3348,392,1,69812.0,2,3,2,7,Potential Loyalist
C3349,542,1,47498.0,2,3,2,7,Potential Loyalist
C335,100,2,98811.0,4,4,3,11,Champions
C3350,179,1,60701.9,4,3,2,9,Loyal
C3351,114,1,120097.8,4,3,3,10,Champions
C3352,89,1,63235.75,4,3,2,9,Loyal
C3353,26,1,338376.5,4,3,4,11,Champions
C3354,193,1,187968.0,3,3,4,10,Champions
C3355,292,1,274244.0,3,3,4,10,Champions
C3356,150,1,111711.0,4,3,3,10,Champions
C3357,57,1,116325.6,4,3,3,10,Champions
C3358,638,1,1466.8,1,3,1,5,At Risk
C3359,247,1,48178.0,3,3,2,8,Loyal
C336,281,1,171779.0,3,3,4,10,Champions
C3360,267,1,56188.4,3,3,2,8,Loyal
C3361,42,1,103899.2,4,3,3,10,Champions
C3362,588,1,317352.0,1,3,4,8,Loyal
C3363,488,1,135236.7,2,3,3,8,Loyal
C3364,699,1,59784.0,1,3,2,6,Potential Loyalist
C3365,298,1,48531.6,3,3,2,8,Loyal
C3366,68,1,139334.4,4,3,3,10,Champions
C3367,276,1,34217.1,3,3,1,7,Potential Loyalist
C3368,219,1,5190.95,3,3,1,7,Potential Loyalist
C3369,598,1,299796.0,1,3,4,8,Loyal
C337,296,1,49352.4,3,3,2,8,Loyal
C3370,188,1,198200.4,3,3,4,10,Champions
C3371,548,1,184662.5,1,3,4,8,Loyal
C3372,219,1,96194.5,3,3,3,9,Loyal
C3373,415,1,113681.75,2,3,3,8,Loyal
C3374,517,1,181065.0,2,3,4,9,Loyal
C3375,277,1,27376.0,3,3,1,7,Potential Loyalist
C3376,657,1,194382.0,1,3,4,8,Loyal
C3377,296,1,70558.0,3,3,2,8,Loyal
C3378,213,1,167464.8,3,3,4,10,Champions
C3379,721,1,277087.5,1,3,4,8,Loyal
C338,636,1,288955.0,1,3,4,8,Loyal
C3380,333,1,10375.2,3,3,1,7,Potential Loyalist
C3381,132,1,159052.8,4,3,3,10,Champions
C3382,464,1,54444.6,2,3,2,7,Potential Loyalist
C3383,266,1,102770.4,3,3,3,9,Loyal
C3384,274,1,52593.6,3,3,2,8,Loyal
C3385,660,1,160053.6,1,3,3,7,Potential Loyalist
C3386,574,1,12425.05,1,3,1,5,At Risk
C3387,710,1,296105.5,1,3,4,8,Loyal
C3388,638,1,73872.0,1,3,2,6,Potential Loyalist
C3389,503,1,40613.4,2,3,1,6,Potential Loyalist
C339,11,2,332537.85,4,4,4,12,Champions
C3390,119,2,422780.0,4,4,4,12,Champions
C3391,574,1,8151.0,1,3,1,5,At Risk
C3392,705,1,342335.0,1,3,4,8,Loyal
C3393,102,1,21014.1,4,3,1,8,Loyal
C3394,105,1,62919.55,4,3,2,9,Loyal
C3395,10,1,215924.0,4,3,4,11,Champions
C3396,175,1,2745.5,4,3,1,8,Loyal
C3397,88,1,8213.4,4,3,1,8,Loyal
C3398,274,1,20292.0,3,3,1,7,Potential Loyalist
C3399,91,1,225147.6,4,3,4,11,Champions
C34,724,1,132920.0,1,3,3,7,Potential Loyalist
C340,473,1,13970.7,2,3,1,6,Potential Loyalist
C3400,51,2,43832.0,4,4,2,10,Champions
C3401,366,1,127944.0,2,3,3,8,Loyal
C3402,79,1,33952.4,4,3,1,8,Loyal
C3403,429,1,138640.0,2,3,3,8,Loyal
C3404,716,1,58082.2,1,3,2,6,Potential Loyalist
C3405,19,1,25641.0,4,3,1,8,Loyal
C3406,266,1,123785.0,3,3,3,9,Loyal
C3407,192,1,5043.9,3,3,1,7,Potential Loyalist
C3408,157,1,31308.2,4,3,1,8,Loyal
C3409,40,1,141149.1,4,3,3,10,Champions
C341,2,1,18745.2,4,3,1,8,Loyal
C3410,582,1,81532.8,1,3,2,6,Potential Loyalist
C3411,213,1,30002.4,3,3,1,7,Potential Loyalist
C3412,717,1,110680.0,1,3,3,7,Potential Loyalist
C3413,462,1,200208.0,2,3,4,9,Loyal
C3414,171,1,34401.6,4,3,1,8,Loyal
C3415,421,1,280138.5,2,3,4,9,Loyal
C3416,254,1,123719.2,3,3,3,9,Loyal
C3417,238,1,150675.0,3,3,3,9,Loyal
C3418,145,1,86140.0,4,3,3,10,Champions
C3419,700,1,207603.2,1,3,4,8,Loyal
C342,447,1,262896.0,2,3,4,9,Loyal
C3420,669,1,251704.0,1,3,4,8,Loyal
C3421,378,1,51031.2,2,3,2,7,Potential Loyalist
C3422,600,1,150377.4,1,3,3,7,Potential Loyalist
C3423,451,1,202150.4,2,3,4,9,Loyal
C3424,103,1,19236.8,4,3,1,8,Loyal
C3425,496,1,127500.0,2,3,3,8,Loyal
C3426,518,1,187681.5,2,3,4,9,Loyal
C3427,305,1,272612.0,3,3,4,10,Champions
C3428,545,1,188193.0,1,3,4,8,Loyal
C3429,222,1,80868.0,3,3,2,8,Loyal
C343,216,1,8831.5,3,3,1,7,Potential Loyalist
C3430,657,1,53192.7,1,3,2,6,Potential Loyalist
C3431,36,1,51004.8,4,3,2,9,Loyal
C3432,40,1,47006.7,4,3,2,9,Loyal
C3433,413,1,113151.6,2,3,3,8,Loyal
C3434,321,1,1056.0,3,3,1,7,Potential Loyalist
C3435,54,1,175891.2,4,3,4,11,Champions
C3436,164,2,370386.65,4,4,4,12,Champions
C3437,643,1,76140.6,1,3,2,6,Potential Loyalist
C3438,574,1,130801.7,1,3,3,7,Potential Loyalist
C3439,436,1,17149.6,2,3,1,6,Potential Loyalist
C344,446,1,62236.8,2,3,2,7,Potential Loyalist
C3440,531,1,32944.8,2,3,1,6,Potential Loyalist
C3441,143,1,119910.0,4,3,3,10,Champions
C3442,116,1,48618.15,4,3,2,9,Loyal
C3443,442,1,66212.1,2,3,2,7,Potential Loyalist
C3444,388,1,144749.7,2,3,3,8,Loyal
C3445,191,1,80666.4,3,3,2,8,Loyal
C3446,269,1,143047.8,3,3,3,9,Loyal
C3447,265,1,176608.0,3,3,4,10,Champions
C3448,531,1,38484.0,2,3,1,6,Potential Loyalist
C3449,49,1,72860.0,4,3,2,9,Loyal
C345,581,1,12767.0,1,3,1,5,At Risk
C3450,39,2,125814.8,4,4,3,11,Champions
C3451,714,1,15851.2,1,3,1,5,At Risk
C3452,336,1,50451.2,3,3,2,8,Loyal
C3453,83,1,155250.0,4,3,3,10,Champions
C3454,510,1,226963.6,2,3,4,9,Loyal
C3455,292,1,63597.85,3,3,2,8,Loyal
C3456,121,1,59604.0,4,3,2,9,Loyal
C3457,427,1,42358.05,2,3,2,7,Potential Loyalist
C3458,135,1,301772.0,4,3,4,11,Champions
C3459,530,1,189342.0,2,3,4,9,Loyal
C346,261,2,112203.2,3,4,3,10,Champions
C3460,273,1,30752.0,3,3,1,7,Potential Loyalist
C3461,346,1,59369.4,3,3,2,8,Loyal
C3462,84,1,167571.0,4,3,4,11,Champions
C3463,433,1,299116.0,2,3,4,9,Loyal
C3464,629,1,15825.6,1,3,1,5,At Risk
C3465,483,1,197497.4,2,3,4,9,Loyal
C3466,693,1,202507.4,1,3,4,8,Loyal
C3467,470,1,4750.0,2,3,1,6,Potential Loyalist
C3468,651,1,90019.25,1,3,3,7,Potential Loyalist
C3469,270,1,126942.8,3,3,3,9,Loyal
C347,312,2,169255.55,3,4,4,11,Champions
C3470,37,1,89860.8,4,3,3,10,Champions
C3471,415,1,224493.5,2,3,4,9,Loyal
C3472,362,1,86835.2,3,3,3,9,Loyal
C3473,65,2,158398.9,4,4,3,11,Champions
C3474,678,1,106686.9,1,3,3,7,Potential Loyalist
C3475,155,1,6645.6,4,3,1,8,Loyal
C3476,438,1,2469.0,2,3,1,6,Potential Loyalist
C3477,124,1,137672.1,4,3,3,10,Champions
C3478,466,1,53283.6,2,3,2,7,Potential Loyalist
C3479,406,1,124987.2,2,3,3,8,Loyal
C348,158,1,214417.8,4,3,4,11,Champions
C3480,120,1,26149.0,4,3,1,8,Loyal
C3481,660,1,247761.4,1,3,4,8,Loyal
C3482,706,1,145915.2,1,3,3,7,Potential Loyalist
C3483,468,1,95604.6,2,3,3,8,Loyal
C3484,299,1,22883.6,3,3,1,7,Potential Loyalist
C3485,293,2,168832.9,3,4,4,11,Champions
C3486,615,1,69530.0,1,3,2,6,Potential Loyalist
C3487,498,1,134362.05,2,3,3,8,Loyal
C3488,414,1,35675.0,2,3,1,6,Potential Loyalist
C3489,17,1,169640.0,4,3,4,11,Champions
C349,108,1,44810.0,4,3,2,9,Loyal
C3490,538,2,330485.3,2,4,4,10,Champions
C3491,342,1,127037.7,3,3,3,9,Loyal
C3492,588,1,112752.5,1,3,3,7,Potential Loyalist
C3493,239,1,92607.5,3,3,3,9,Loyal
C3494,167,1,139745.0,4,3,3,10,Champions
C3495,11,1,104508.0,4,3,3,10,Champions
C3496,198,1,108990.0,3,3,3,9,Loyal
C3497,13,1,327411.0,4,3,4,11,Champions
C3498,150,1,39337.6,4,3,1,8,Loyal
C3499,517,1,30570.0,2,3,1,6,Potential Loyalist
C35,67,1,169692.8,4,3,4,11,Champions
C350,585,1,59502.0,1,3,2,6,Potential Loyalist
C3500,448,1,243910.8,2,3,4,9,Loyal
C3501,383,1,46638.0,2,3,2,7,Potential Loyalist
C3502,86,1,126315.0,4,3,3,10,Champions
C3503,662,1,49451.3,1,3,2,6,Potential Loyalist
C3504,621,1,158184.5,1,3,3,7,Potential Loyalist
C3505,323,1,117797.25,3,3,3,9,Loyal
C3506,195,1,62043.0,3,3,2,8,Loyal
C3507,370,1,46366.2,2,3,2,7,Potential Loyalist
C3508,314,1,26961.0,3,3,1,7,Potential Loyalist
C3509,312,1,36822.4,3,3,1,7,Potential Loyalist
C351,722,1,132513.3,1,3,3,7,Potential Loyalist
C3510,126,1,82783.2,4,3,2,9,Loyal
C3511,691,1,54079.7,1,3,2,6,Potential Loyalist
C3512,131,1,56334.0,4,3,2,9,Loyal
C3513,56,1,103938.0,4,3,3,10,Champions
C3514,646,1,96681.6,1,3,3,7,Potential Loyalist
C3515,558,1,382185.0,1,3,4,8,Loyal
C3516,324,1,257161.2,3,3,4,10,Champions
C3517,676,1,54651.6,1,3,2,6,Potential Loyalist
C3518,446,1,64809.0,2,3,2,7,Potential Loyalist
C3519,140,1,48388.8,4,3,2,9,Loyal
C352,621,1,46037.7,1,3,2,6,Potential Loyalist
C3520,621,1,38993.6,1,3,1,5,At Risk
C3521,496,1,315732.0,2,3,4,9,Loyal
C3522,291,1,131148.45,3,3,3,9,Loyal
C3523,408,1,189935.4,2,3,4,9,Loyal
C3524,289,1,261032.4,3,3,4,10,Champions
C3525,503,1,27902.1,2,3,1,6,Potential Loyalist
C3526,101,1,57508.2,4,3,2,9,Loyal
C3527,519,1,87123.2,2,3,3,8,Loyal
C3528,136,2,236620.65,4,4,4,12,Champions
C3529,170,1,233604.0,4,3,4,11,Champions
C353,226,1,47178.0,3,3,2,8,Loyal
C3530,650,1,129451.2,1,3,3,7,Potential Loyalist
C3531,492,1,82392.0,2,3,2,7,Potential Loyalist
C3532,329,1,118796.8,3,3,3,9,Loyal
C3533,414,1,40814.0,2,3,2,7,Potential Loyalist
C3534,113,1,8731.2,4,3,1,8,Loyal
C3535,303,1,161047.2,3,3,4,10,Champions
C3536,358,1,25697.5,3,3,1,7,Potential Loyalist
C3537,344,1,67022.1,3,3,2,8,Loyal
C3538,622,1,81689.25,1,3,2,6,Potential Loyalist
C3539,239,1,398485.0,3,3,4,10,Champions
C354,270,1,6431.2,3,3,1,7,Potential Loyalist
C3540,593,1,57860.7,1,3,2,6,Potential Loyalist
C3541,170,1,115785.0,4,3,3,10,Champions
C3542,469,1,29253.6,2,3,1,6,Potential Loyalist
C3543,178,1,189788.0,4,3,4,11,Champions
C3544,11,1,147840.0,4,3,3,10,Champions
C3545,527,1,170316.0,2,3,4,9,Loyal
C3546,260,1,135418.5,3,3,3,9,Loyal
C3547,599,1,60412.0,1,3,2,6,Potential Loyalist
C3548,568,1,4883.4,1,3,1,5,At Risk
C3549,227,1,5937.3,3,3,1,7,Potential Loyalist
C355,319,1,44737.2,3,3,2,8,Loyal
C3550,330,1,18676.0,3,3,1,7,Potential Loyalist
C3551,528,1,32172.8,2,3,1,6,Potential Loyalist
C3552,259,1,82892.0,3,3,2,8,Loyal
C3553,170,1,32766.0,4,3,1,8,Loyal
C3554,233,1,16279.2,3,3,1,7,Potential Loyalist
C3555,126,1,198224.0,4,3,4,11,Champions
C3556,3,1,21438.0,4,3,1,8,Loyal
C3557,297,1,39677.15,3,3,1,7,Potential Loyalist
C3558,87,1,190809.0,4,3,4,11,Champions
C3559,658,1,119714.85,1,3,3,7,Potential Loyalist
C356,588,1,165724.0,1,3,4,8,Loyal
C3560,659,1,152502.0,1,3,3,7,Potential Loyalist
C3561,602,1,161493.2,1,3,4,8,Loyal
C3562,445,1,3955.05,2,3,1,6,Potential Loyalist
C3563,444,1,163035.0,2,3,4,9,Loyal
C3564,293,1,212129.4,3,3,4,10,Champions
C3565,118,1,181968.0,4,3,4,11,Champions
C3566,593,1,22765.0,1,3,1,5,At Risk
C3567,335,1,158342.25,3,3,3,9,Loyal
C3568,340,1,52700.0,3,3,2,8,Loyal
C3569,36,1,103652.6,4,3,3,10,Champions
C357,180,1,337581.75,4,3,4,11,Champions
C3570,622,1,6584.1,1,3,1,5,At Risk
C3571,146,1,56223.0,4,3,2,9,Loyal
C3572,267,1,29714.3,3,3,1,7,Potential Loyalist
C3573,441,1,31722.4,2,3,1,6,Potential Loyalist
C3574,212,1,72741.3,3,3,2,8,Loyal
C3575,699,1,110404.25,1,3,3,7,Potential Loyalist
C3576,16,1,95076.0,4,3,3,10,Champions
C3577,420,1,24797.6,2,3,1,6,Potential Loyalist
C3578,12,1,18913.55,4,3,1,8,Loyal
C3579,506,1,178177.0,2,3,4,9,Loyal
C358,53,1,208607.4,4,3,4,11,Champions
C3580,159,1,72041.4,4,3,2,9,Loyal
C3581,146,1,13487.8,4,3,1,8,Loyal
C3582,107,1,82188.0,4,3,2,9,Loyal
C3583,409,1,74125.0,2,3,2,7,Potential Loyalist
C3584,637,1,193249.8,1,3,4,8,Loyal
C3585,341,1,41099.4,3,3,2,8,Loyal
C3586,105,1,33129.0,4,3,1,8,Loyal
C3587,15,1,28197.0,4,3,1,8,Loyal
C3588,228,1,163204.2,3,3,4,10,Champions
C3589,534,1,169196.75,2,3,4,9,Loyal
C359,663,1,190345.8,1,3,4,8,Loyal
C3590,147,1,31082.4,4,3,1,8,Loyal
C3591,421,1,89578.8,2,3,3,8,Loyal
C3592,19,1,149702.4,4,3,3,10,Champions
C3593,204,1,196125.0,3,3,4,10,Champions
C3594,167,2,183548.55,4,4,4,12,Champions
C3595,485,1,230274.0,2,3,4,9,Loyal
C3596,28,1,67362.6,4,3,2,9,Loyal
C3597,218,1,154275.0,3,3,3,9,Loyal
C3598,664,1,203304.75,1,3,4,8,Loyal
C3599,456,1,156447.6,2,3,3,8,Loyal
C36,443,1,121696.8,2,3,3,8,Loyal
C360,537,1,7490.2,2,3,1,6,Potential Loyalist
C3600,422,1,84473.0,2,3,2,7,Potential Loyalist
C3601,721,1,130779.0,1,3,3,7,Potential Loyalist
C3602,127,1,60617.7,4,3,2,9,Loyal
C3603,693,1,1641.6,1,3,1,5,At Risk
C3604,34,1,134250.0,4,3,3,10,Champions
C3605,706,1,113414.4,1,3,3,7,Potential Loyalist
C3606,415,1,51740.35,2,3,2,7,Potential Loyalist
C3607,181,2,364740.19999999995,4,4,4,12,Champions
C3608,544,1,208713.6,1,3,4,8,Loyal
C3609,538,1,128486.4,2,3,3,8,Loyal
C361,274,1,48568.15,3,3,2,8,Loyal
C3610,388,1,86496.0,2,3,3,8,Loyal
C3611,525,1,29043.9,2,3,1,6,Potential Loyalist
C3612,371,1,37815.2,2,3,1,6,Potential Loyalist
C3613,330,1,27184.8,3,3,1,7,Potential Loyalist
C3614,444,1,57780.9,2,3,2,7,Potential Loyalist
C3615,511,1,50084.8,2,3,2,7,Potential Loyalist
C3616,601,1,155086.0,1,3,3,7,Potential Loyalist
C3617,241,1,52512.0,3,3,2,8,Loyal
C3618,184,1,73883.7,4,3,2,9,Loyal
C3619,443,1,153864.0,2,3,3,8,Loyal
C362,686,1,259488.0,1,3,4,8,Loyal
